Open,High,Low,Close,Adj Close,Volume,Date
0.04205353380271168,0.04204366118458894,0.04375320279309519,0.04745221156966267,0.041447359266658435,0.17128874221501345,2018-01-02
0.04586051010394107,0.045602661604024625,0.04808681267729553,0.047404871736019594,0.04140280345457986,0.21178817732353622,2018-01-03
0.04587656450438729,0.043894338506373504,0.048279408853174,0.04866732348478581,0.04258975683028704,0.13938291515690338,2018-01-04
0.047322269392202215,0.04689970698393495,0.04983629325050326,0.051776100983426054,0.04551263252199861,0.15190891409228546,2018-01-05
0.048784028680463304,0.04727934238430728,0.05124870602505688,0.05075037248213965,0.04454824191633444,0.12030054628749641,2018-01-08
0.049105288263132735,0.04640935967679752,0.0504141062690055,0.05071880456662281,0.044518634170659765,0.1306881096285567,2018-01-09
0.046872501074358,0.04520721711297623,0.04975603668026496,0.05065566873558913,0.04445927448574388,0.15497448213596188,2018-01-10
0.0491695303754526,0.04708953675212926,0.05214754532451232,0.05221795548360458,0.04592810225188776,0.10087778590140246,2018-01-11
0.051723577146896765,0.05004745382164613,0.054009365503360274,0.05507423781663873,0.04861358726845788,0.16988015509791238,2018-01-12
0.05448645367681679,0.05325846115807795,0.054795840706308774,0.05365399464881693,0.047278210648199814,0.21227883176200396,2018-01-16
0.05167538943502312,0.053037013208531464,0.05307846765936963,0.05824615114631265,0.051595774580563136,0.2615579147288585,2018-01-17
0.056847749600766245,0.0543815341325026,0.058182462247084066,0.058498622232654396,0.05183316525570458,0.2289150838163,2018-01-18
0.0556269533824085,0.0535590028330373,0.05683424003420101,0.05723619456315254,0.05064623591225853,0.24150548114673098,2018-01-19
0.05352267492880855,0.050711797670285524,0.055534166865287615,0.05493221831570938,0.048480039993527624,0.18716039110269728,2018-01-22
0.05352267492880855,0.05333755488349087,0.05588727618164269,0.054995330067478754,0.04853935161392137,0.2442040805583034,2018-01-23
0.05344235390550742,0.04995255100555715,0.05007703847035139,0.05054521715017668,0.04435540705327157,0.43245183345041743,2018-01-24
0.04904102164027782,0.046235363135295554,0.04579160212098743,0.04563745373530548,0.03974106872858979,0.3345652507793611,2018-01-25
0.04500916118012635,0.041569122968127564,0.04503723444430763,0.04626866757005643,0.04033454541644338,0.31017563640052837,2018-01-26
0.04205353380271168,0.03865865730665516,0.04023820012897872,0.04066657856866496,0.035067514912558745,0.42770168516800183,2018-01-29
0.034616253136766334,0.03424548327038582,0.03643425421931101,0.03910429182064956,0.033598639081892645,0.38076036616109665,2018-01-30
0.03676871930223999,0.03593799727736083,0.03932331931182231,0.03983018532268667,0.03428110723259789,0.2420554229965135,2018-01-31
0.037250620931511574,0.03622270572562783,0.039740619189848,0.040382515487542014,0.03480044439495936,0.392848864888845,2018-02-01
0.03537122663683376,0.03334388238152389,0.029051115083856216,0.028894250324371762,0.023999096579240764,0.7952161703347771,2018-02-02
0.02428761171626123,0.028725093622400416,0.022470468178184155,0.022566243741678788,0.018049525827867535,0.6535877444743239,2018-02-05
0.017428608103334853,0.028472003355485526,0.019260401295586427,0.03288673682336907,0.027752815601686243,0.6076430672955562,2018-02-06
0.030696822500808435,0.027965822821655745,0.02739793259858775,0.027379303409999445,0.022574824625175433,0.43759859407059437,2018-02-07
0.026199114811831486,0.02416956536199752,0.02091358378085495,0.020451626828808078,0.016061312834839997,0.46603508537003907,2018-02-08
0.02102677915662335,0.01925023492791464,0.013225484373014712,0.022439996158875736,0.018877028674308627,0.6324701818820226,2018-02-09
0.02332380845771795,0.02874090271307647,0.02489405985783344,0.032381770571421165,0.028262347601519078,0.531752114222309,2018-02-12
0.02886561591800421,0.030101232727723665,0.03153889732517612,0.034953989823332365,0.030690639359801708,0.24277402730951936,2018-02-13
0.030616501477507302,0.034514382627976764,0.03351310609139774,0.03973550565540046,0.03520449880082621,0.32552800934083387,2018-02-14
0.04145917783871153,0.04329325515645474,0.0433359029150695,0.048604211733016434,0.0435769300194736,0.4328821782808235,2018-02-15
0.045587438233145344,0.04602974841244148,0.047781852404910063,0.04772047865339507,0.0427426500754024,0.32073595099179913,2018-02-16
0.04508948220342748,0.04514393247823931,0.04722008090410873,0.04680522581678548,0.041878642224351115,0.25689363097317475,2018-02-20
0.04634241173321271,0.04492248452869288,0.04656201131536819,0.045574341983536104,0.04071661030340418,0.2930906399743837,2018-02-21
0.044687901597456975,0.044653585171101934,0.0476855543169708,0.04783095431807183,0.042846853959530085,0.22685535737148238,2018-02-22
0.047691716686745295,0.04734260288302786,0.05062274396258498,0.0525651303164969,0.04731622968525934,0.25568641661519476,2018-02-23
0.05199667352822754,0.05325846115807795,0.05490820480281572,0.05804099581434963,0.05248554501551317,0.300149930707838,2018-02-26
0.0564140601939033,0.05498259334640507,0.058038015115175146,0.05712571889847573,0.05162148909993969,0.3079789355916385,2018-02-27
